season,celebrity_name,final_placement,regime,avg_judge_share,avg_fan_share,weeks_survived
32,Jason Mraz,2,bottom2,0.13540733247221257,0.10207718283194245,11
32,Lele Pons,8,bottom2,0.0985834043880511,0.16130858866303768,7
32,Matt Walsh,14,bottom2,0.05194805194805195,0.0053262041284971,1
32,Mauricio Umansky,9,bottom2,0.0780356336765342,0.058760293099854734,6
32,Mira Sorvino,10,bottom2,0.08177706967954645,0.08254888980587241,5
32,Tyson Beckford,12,bottom2,0.06316593623095171,0.01564218014897077,3
32,Xochitl Gomez,1,bottom2,0.1389977960100229,0.07785906493646864,11
33,Anna Delvey,12,bottom2,0.06938298339767128,0.02088826078585845,2
33,Brooks Nader,9,bottom2,0.08878734021814683,0.02786652844057645,4
33,Chandler Kinney,3,bottom2,0.14370070716539785,0.08535737651702881,9
33,Danny Amendola,5,bottom2,0.1317763966943495,0.1021141884186165,9
33,Dwight Howard ,6,bottom2,0.11057684627047604,0.23673506793053137,7
33,Eric Roberts,10,bottom2,0.0637317746160498,0.01767346046979777,3
33,Ilona Maher,2,bottom2,0.12870323750355472,0.1357971559153519,9
33,Jenn Tran,7,bottom2,0.10560289376264932,0.10097635575725404,6
33,Joey Graziadei,1,bottom2,0.1409581231740816,0.11769816958047397,9
33,Phaedra Parks,8,bottom2,0.09480483176575596,0.0663359391246557,5
33,Reginald VelJohnson,10,bottom2,0.06298486622266673,0.0186271203540523,3
33,Stephen Nedoroscik,4,bottom2,0.13283775576639686,0.239341298180331,9
33,Tori Spelling,12,bottom2,0.07123466089194364,0.0101993095038411,2
34,Alix Earle,2,bottom2,0.12117864766322252,0.12272041340693572,11
34,Andy Richter,7,bottom2,0.07985188146483803,0.04422646533842263,9
34,Baron Davis,13,bottom2,0.06286190559747323,0.011402662461180251,2
34,Corey Feldman,13,bottom2,0.05441744165643095,0.0053262041284971,2
34,Danielle Fishel,8,bottom2,0.09182263357458353,0.0897993210041798,8
34,Dylan Efron,4,bottom2,0.1162606082996481,0.10685065576823606,11
34,Elaine Hendrix,5,bottom2,0.11319161287516101,0.1506350206438108,11
34,Hilaria Baldwin,11,bottom2,0.08481261758204955,0.11211267459130267,4
34,Jen Affleck,9,bottom2,0.08687976596138615,0.09570938706329894,7
34,Jordan Chiles,3,bottom2,0.11837002854867058,0.06831292840754423,11
34,Lauren Jauregui,12,bottom2,0.07494892384469572,0.0745957737910789,3
34,Robert Irwin,1,bottom2,0.12182882693949497,0.22092306511432175,11
34,Scott Hoying,10,bottom2,0.07903398832235581,0.03660154427338912,6
34,Whitney Leavitt,6,bottom2,0.1166606802597689,0.09244335991701906,10
