season,week,celebrity_name,judge_total,judge_share,fan_vote_share,judge_rank,fan_rank,rank_rule_rank,percent_rule_rank,combined_rank_sum,combined_score,eliminated_this_week,final_placement,regime
10,10,Nicole Scherzinger,28.7777,0.3481193038992962,0.3497011765110484,1,1,1,1,2,0.6978204804103445,False,1,percent
10,10,Erin Andrews,26.9998,0.32661232765023673,0.3212416778075652,2,3,2,3,5,0.6478540054578019,False,3,percent
11,1,David Hasselhoff,15.0,0.06607929515418502,0.066080372143502,10,10,10,10,20,0.13215966729768702,True,12,percent
11,1,Florence Henderson,18.0,0.07929515418502203,0.0792942510912279,7,7,7,7,14,0.15858940527624993,False,8,percent
11,1,Kyle Massey,23.0,0.1013215859030837,0.1013205891142126,2,3,3,3,5,0.2026421750172963,False,2,percent
11,1,Jennifer Grey,24.0,0.10572687224669604,0.1057308756517465,1,1,1,1,2,0.21145774789844254,False,1,percent
11,1,Rick Fox,22.0,0.09691629955947137,0.0969153215097581,4,4,4,4,8,0.19383162106922946,False,6,percent
11,1,Kurt Warner,19.0,0.08370044052863436,0.0836995186952259,5,6,6,6,11,0.16739995922386025,False,5,percent
11,1,Margaret Cho,15.0,0.06607929515418502,0.066080372143502,10,10,10,10,20,0.13215966729768702,False,10,percent
11,1,Michael Bolton,16.0,0.07048458149779736,0.0704839686059816,9,9,9,9,18,0.14096855010377896,False,11,percent
11,1,Brandy,23.0,0.1013215859030837,0.1013205891143752,2,2,2,2,4,0.2026421750174589,False,4,percent
11,1,The Situation,15.0,0.06607929515418502,0.066080372143502,10,10,10,10,20,0.13215966729768702,False,9,percent
11,1,Audrina Patridge,19.0,0.08370044052863436,0.0836995186958305,5,5,5,5,10,0.16739995922446488,False,7,percent
11,1,Bristol Palin,18.0,0.07929515418502203,0.0792942510911351,7,8,8,8,15,0.1585894052761571,False,3,percent
11,2,Florence Henderson,19.0,0.08597285067873303,0.0852608066029326,8,8,8,8,16,0.17123365728166562,False,8,percent
11,2,Kyle Massey,22.0,0.09954751131221719,0.1055089097156791,3,2,2,2,5,0.20505642102789629,False,2,percent
11,2,Jennifer Grey,24.0,0.1085972850678733,0.1116736485615983,1,1,1,1,2,0.2202709336294716,False,1,percent
11,2,Rick Fox,21.0,0.09502262443438914,0.1008560890449547,5,4,5,5,9,0.19587871347934382,False,6,percent
11,2,Kurt Warner,21.0,0.09502262443438914,0.0914221081712394,5,6,7,7,11,0.18644473260562855,False,5,percent
11,2,Margaret Cho,18.0,0.08144796380090498,0.0743198340389678,9,9,9,9,18,0.15576779783987277,False,10,percent
11,2,Michael Bolton,12.0,0.05429864253393665,0.0684143382990518,11,11,11,11,22,0.12271298083298846,True,11,percent
11,2,Brandy,21.0,0.09502262443438914,0.104000574082612,5,3,4,3,8,0.19902319851700112,False,4,percent
11,2,The Situation,18.0,0.08144796380090498,0.0743198340270136,9,10,10,10,19,0.15576779782791858,False,9,percent
11,2,Audrina Patridge,23.0,0.10407239819004525,0.0944381155112187,2,5,3,4,7,0.19851051370126394,False,7,percent
11,2,Bristol Palin,22.0,0.09954751131221719,0.0897857419447312,3,7,6,6,10,0.1893332532569484,False,3,percent
11,3,Florence Henderson,20.0,0.09049773755656108,0.0911815520994976,7,8,7,7,15,0.18167928965605867,False,8,percent
11,3,Kyle Massey,23.0,0.10407239819004525,0.1101965982682297,5,3,5,5,8,0.21426899645827496,False,2,percent
11,3,Jennifer Grey,24.0,0.1085972850678733,0.1161169207087776,2,1,1,1,3,0.2247142057766509,False,1,percent
11,3,Rick Fox,24.0,0.1085972850678733,0.1083742352261131,2,4,3,4,6,0.21697152029398642,False,6,percent
11,3,Kurt Warner,23.0,0.10407239819004525,0.10011568788465,5,6,6,6,11,0.20418808607469524,False,5,percent
11,3,Margaret Cho,18.0,0.08144796380090498,0.0803338299338895,10,10,10,10,20,0.16178179373479448,True,10,percent
11,3,Brandy,24.0,0.1085972850678733,0.1106249054075717,2,2,2,3,4,0.219222190475445,False,4,percent
11,3,The Situation,20.0,0.09049773755656108,0.083346926957757,7,9,8,9,16,0.17384466451431807,False,9,percent
11,3,Audrina Patridge,26.0,0.11764705882352941,0.1067979056766784,1,5,3,2,6,0.22444496450020782,False,7,percent
11,3,Bristol Palin,19.0,0.08597285067873303,0.0929114378368352,9,7,8,8,16,0.17888428851556823,False,3,percent
11,4,Florence Henderson,17.5,0.09776536312849161,0.0986869202143707,6,7,6,7,13,0.1964522833428623,False,8,percent
11,4,Kyle Massey,20.0,0.11173184357541899,0.1171263991125408,4,4,4,4,8,0.2288582426879598,False,2,percent
11,4,Jennifer Grey,28.0,0.1564245810055866,0.1363135202193866,1,1,1,1,2,0.29273810122497324,False,1,percent
11,4,Rick Fox,19.5,0.10893854748603352,0.1148738534139793,5,5,5,5,10,0.2238124009000128,False,6,percent
11,4,Kurt Warner,17.0,0.09497206703910614,0.1042318852836532,7,6,6,6,13,0.19920395232275934,False,5,percent
11,4,Brandy,24.0,0.1340782122905028,0.1248842532836121,2,2,2,2,4,0.2589624655741149,False,4,percent
11,4,The Situation,14.0,0.0782122905027933,0.0864920617011864,9,9,9,9,18,0.1647043522039797,True,9,percent
11,4,Audrina Patridge,23.0,0.12849162011173185,0.1202478917823105,3,3,3,3,6,0.24873951189404236,False,7,percent
11,4,Bristol Palin,16.0,0.0893854748603352,0.0971432149889602,8,8,8,8,16,0.18652868984929538,False,3,percent
11,5,Florence Henderson,21.0,0.11538461538461539,0.0989294494082365,6,8,7,7,14,0.2143140647928519,True,8,percent
11,5,Kyle Massey,20.0,0.10989010989010989,0.1221073353784404,7,5,6,6,12,0.2319974452685503,False,2,percent
11,5,Jennifer Grey,25.0,0.13736263736263737,0.1452683952899356,2,1,1,2,3,0.28263103265257294,False,1,percent
11,5,Rick Fox,24.0,0.13186813186813187,0.1277892013709288,3,4,3,3,7,0.2596573332390607,False,6,percent
11,5,Kurt Warner,24.0,0.13186813186813187,0.120021125470099,3,6,5,5,9,0.25188925733823087,False,5,percent
11,5,Brandy,27.0,0.14835164835164835,0.1405917174326045,1,2,1,1,3,0.28894336578425284,False,4,percent
11,5,Audrina Patridge,23.0,0.12637362637362637,0.1298798097580021,5,3,4,4,8,0.25625343613162843,False,7,percent
11,5,Bristol Palin,18.0,0.0989010989010989,0.115412965891753,8,7,8,7,15,0.2143140647928519,False,3,percent
11,6,Kyle Massey,29.999899999999997,0.14492754323323798,0.138653376308631,4,5,4,4,9,0.283580919541869,False,2,percent
11,6,Jennifer Grey,29.0,0.14009709211577046,0.1541761273724275,5,3,3,2,8,0.29427321948819796,False,1,percent
11,6,Rick Fox,30.0,0.1449280263266591,0.1428533515599842,3,4,2,3,7,0.28778137788664326,False,6,percent
11,6,Kurt Warner,21.9999,0.10628006954612891,0.1598711945714504,7,2,4,7,9,0.26615126411757933,False,5,percent
11,6,Brandy,35.9999,0.17391314849856981,0.1619975422319816,1,1,1,1,2,0.3359106907305514,False,4,percent
11,6,Audrina Patridge,31.9998,0.1545889285615942,0.1115623355559852,2,7,4,6,9,0.2661512641175794,True,7,percent
11,6,Bristol Palin,27.9998,0.13526519171803963,0.1308860723995398,6,6,7,5,12,0.26615126411757944,False,3,percent
11,7,Kyle Massey,33.5,0.1606714628297362,0.1575990738429593,5,5,4,4,10,0.3182705366726955,False,2,percent
11,7,Jennifer Grey,36.5,0.1750599520383693,0.1740452551585121,1,3,2,2,4,0.34910520719688143,False,1,percent
11,7,Rick Fox,34.5,0.16546762589928057,0.1514631278205695,4,6,4,5,10,0.3169307537198501,True,6,percent
11,7,Kurt Warner,35.0,0.16786570743405277,0.1759203800405926,3,2,3,3,5,0.34378608747464534,False,5,percent
11,7,Brandy,36.5,0.1750599520383693,0.1799167091777082,1,1,1,1,2,0.3549766612160775,False,4,percent
11,7,Bristol Palin,32.5,0.15587529976019185,0.1610554539596582,6,4,4,6,10,0.31693075371985,False,3,percent
11,8,Kyle Massey,28.0,0.21132075471698114,0.1942614023327749,3,3,3,3,6,0.40558215704975603,False,2,percent
11,8,Jennifer Grey,28.5,0.21509433962264152,0.2084347865418097,1,2,2,2,3,0.4235291261644512,False,1,percent
11,8,Kurt Warner,24.0,0.1811320754716981,0.1902369001709484,4,5,4,5,9,0.3713689756426465,True,5,percent
11,8,Brandy,28.5,0.21509433962264152,0.213056425877858,1,1,1,1,2,0.4281507655004995,False,4,percent
11,8,Bristol Palin,23.5,0.17735849056603772,0.1940104850766088,5,4,4,4,9,0.37136897564264654,False,3,percent
11,9,Kyle Massey,29.0,0.2543859649122807,0.2447354742881975,2,3,2,2,5,0.49912143920047825,False,2,percent
11,9,Jennifer Grey,30.0,0.2631578947368421,0.259314685492594,1,1,1,1,2,0.5224725802294361,False,1,percent
11,9,Brandy,28.5,0.25,0.2392029902850427,3,4,4,4,7,0.48920299028504266,True,4,percent
11,9,Bristol Palin,26.5,0.2324561403508772,0.2567468499341655,4,2,3,3,6,0.4892029902850427,False,3,percent
11,10,Kyle Massey,27.333199999999998,0.3293164561842318,0.3242274939928238,2,3,2,2,5,0.6535439501770556,False,2,percent
11,10,Jennifer Grey,30.0,0.36144665408832316,0.3477129442121783,1,1,1,1,2,0.7091595983005015,False,1,percent
11,10,Bristol Palin,25.666600000000003,0.3092368897274452,0.3280595617949979,3,2,2,3,5,0.6372964515224431,False,3,percent
12,1,Ralph Macchio,24.0,0.11594202898550725,0.1159420289855072,1,1,1,1,2,0.23188405797101447,False,4,percent
12,1,Chelsea Kane,21.0,0.10144927536231885,0.1014492753623188,3,3,3,3,6,0.20289855072463764,False,3,percent
12,1,Kirstie Alley,23.0,0.1111111111111111,0.1111111111111111,2,2,2,2,4,0.2222222222222222,False,2,percent
12,1,Hines Ward,21.0,0.10144927536231885,0.1014492753623188,3,3,3,3,6,0.20289855072463764,False,1,percent
12,1,Sugar Ray Leonard,17.0,0.0821256038647343,0.0821256038647343,9,9,9,9,18,0.1642512077294686,False,9,percent
12,1,Chris Jericho,19.0,0.09178743961352658,0.0917874396135265,5,5,5,5,10,0.18357487922705307,False,7,percent
12,1,Petra Nemcova,18.0,0.08695652173913043,0.0869565217391304,7,7,7,7,14,0.17391304347826084,False,8,percent
12,1,Mike Catherwood,13.0,0.06280193236714976,0.0628019323671497,11,11,11,11,22,0.12560386473429946,False,11,percent
12,1,Romeo,19.0,0.09178743961352658,0.0917874396135265,5,5,5,5,10,0.18357487922705307,False,5,percent
12,1,Wendy Williams,14.0,0.06763285024154589,0.0676328502415458,10,10,10,10,20,0.1352657004830917,False,10,percent
12,1,Kendra Wilkinson,18.0,0.08695652173913043,0.0869565217391304,7,7,7,7,14,0.17391304347826084,False,6,percent
12,2,Ralph Macchio,21.0,0.09722222222222222,0.109701532458449,4,1,2,2,5,0.20692375468067123,False,4,percent
12,2,Chelsea Kane,18.0,0.08333333333333333,0.0954105304234947,7,6,6,6,13,0.17874386375682805,False,3,percent
12,2,Kirstie Alley,20.0,0.09259259259259259,0.1049378650992141,5,2,5,5,7,0.1975304576918067,False,2,percent
12,2,Hines Ward,23.0,0.10648148148148148,0.1031263701768225,1,3,1,1,4,0.20960785165830398,False,1,percent
12,2,Sugar Ray Leonard,17.0,0.0787037037037037,0.0809841790181994,9,9,9,9,18,0.1596878827219031,False,9,percent
12,2,Chris Jericho,23.0,0.10648148148148148,0.0966853264626318,1,5,4,4,6,0.2031668079441133,False,7,percent
12,2,Petra Nemcova,18.0,0.08333333333333333,0.0857489710314472,7,8,8,8,15,0.16908230436478053,False,8,percent
12,2,Mike Catherwood,17.0,0.0787037037037037,0.0681035582508085,9,11,11,11,20,0.1468072619545122,True,11,percent
12,2,Romeo,23.0,0.10648148148148148,0.0966853264828184,1,4,2,3,5,0.20316680796429987,False,5,percent
12,2,Wendy Williams,17.0,0.0787037037037037,0.0713242028589721,9,10,10,10,19,0.1500279065626758,False,10,percent
12,2,Kendra Wilkinson,19.0,0.08796296296296297,0.0872921377371419,6,7,6,7,13,0.17525510070010486,False,6,percent
12,3,Ralph Macchio,21.0,0.09813084112149532,0.111189103014777,5,2,2,4,7,0.2093199441362723,False,4,percent
12,3,Chelsea Kane,23.0,0.10747663551401869,0.1040801052757795,3,4,2,3,7,0.2115567407897982,False,3,percent
12,3,Kirstie Alley,21.0,0.09813084112149532,0.1077811302235244,5,3,4,5,8,0.2059119713450197,False,2,percent
12,3,Hines Ward,25.0,0.11682242990654206,0.1127137089310905,1,1,1,1,2,0.22953613883763258,False,1,percent
12,3,Sugar Ray Leonard,20.0,0.09345794392523364,0.0890904968310815,8,9,9,9,17,0.18254844075631516,False,9,percent
12,3,Chris Jericho,21.0,0.09813084112149532,0.1018773588471411,5,5,6,7,10,0.20000819996863642,False,7,percent
12,3,Petra Nemcova,25.0,0.11682242990654206,0.1002845558125549,1,7,4,2,8,0.21710698571909695,False,8,percent
12,3,Romeo,20.0,0.09345794392523364,0.1003201123059158,8,6,8,8,14,0.19377805623114944,False,5,percent
12,3,Wendy Williams,15.0,0.07009345794392523,0.0743907883188338,10,10,10,10,20,0.14448424626275902,True,10,percent
12,3,Kendra Wilkinson,23.0,0.10747663551401869,0.0982726404393009,3,8,7,6,11,0.2057492759533196,False,6,percent
12,4,Ralph Macchio,25.0,0.12135922330097088,0.1205365504219301,2,2,2,3,4,0.24189577372290097,False,4,percent
12,4,Chelsea Kane,26.0,0.1262135922330097,0.1170347731967238,1,3,2,1,4,0.2432483654297335,False,3,percent
12,4,Kirstie Alley,22.0,0.10679611650485436,0.113227491102235,7,4,6,7,11,0.22002360760708936,False,2,percent
12,4,Hines Ward,25.0,0.12135922330097088,0.1216345867904683,2,1,1,2,3,0.24299381009143917,False,1,percent
12,4,Sugar Ray Leonard,21.0,0.10194174757281553,0.0917455575289304,8,9,8,8,17,0.19368730510174592,True,9,percent
12,4,Chris Jericho,23.0,0.11165048543689321,0.1105937373086773,4,5,4,4,9,0.2222442227455705,False,7,percent
12,4,Petra Nemcova,23.0,0.11165048543689321,0.1094465146745618,4,7,6,6,11,0.221097000111455,False,8,percent
12,4,Romeo,23.0,0.11165048543689321,0.109472124651426,4,6,5,5,10,0.2211226100883192,False,5,percent
12,4,Kendra Wilkinson,18.0,0.08737864077669903,0.1063086643250469,9,8,8,8,17,0.19368730510174592,False,6,percent
12,5,Ralph Macchio,22.0,0.1134020618556701,0.1262671338414025,6,3,5,6,9,0.23966919569707262,False,4,percent
12,5,Chelsea Kane,26.0,0.13402061855670103,0.1305839045283551,2,2,2,2,4,0.2646045230850561,False,3,percent
12,5,Kirstie Alley,23.0,0.11855670103092783,0.1226292590161034,5,6,6,5,11,0.24118596004703124,False,2,percent
12,5,Hines Ward,27.0,0.13917525773195877,0.1356720378230364,1,1,1,1,2,0.2748472955549952,False,1,percent
12,5,Chris Jericho,26.0,0.13402061855670103,0.12585215039131,2,4,3,3,6,0.25987276894801103,False,7,percent
12,5,Petra Nemcova,22.0,0.1134020618556701,0.116983665065656,6,7,7,7,13,0.23038572692132608,True,8,percent
12,5,Romeo,26.0,0.13402061855670103,0.1250281842684804,2,5,4,4,7,0.2590488028251814,False,5,percent
12,5,Kendra Wilkinson,22.0,0.1134020618556701,0.1169836650656559,6,8,8,8,14,0.230385726921326,False,6,percent
12,6,Ralph Macchio,24.0,0.13333333333333333,0.1397841197337888,6,5,5,6,11,0.2731174530671221,False,4,percent
12,6,Chelsea Kane,28.0,0.15555555555555556,0.1504418584195798,1,2,1,1,3,0.30599741397513536,False,3,percent
12,6,Kirstie Alley,26.0,0.14444444444444443,0.140731937203687,4,4,4,4,8,0.2851763816481314,False,2,percent
12,6,Hines Ward,27.0,0.15,0.1524291578533458,3,1,2,2,4,0.3024291578533458,False,1,percent
12,6,Chris Jericho,22.0,0.12222222222222222,0.1357509829152094,7,6,7,7,13,0.2579732051374316,True,7,percent
12,6,Romeo,28.0,0.15555555555555556,0.1462471718184917,1,3,2,3,4,0.30180272737404723,False,5,percent
12,6,Kendra Wilkinson,25.0,0.1388888888888889,0.1346147720558972,5,7,6,5,12,0.27350366094478606,False,6,percent
12,7,Ralph Macchio,33.0,0.17506631299734748,0.1661736825081306,1,3,2,3,4,0.3412399955054781,False,4,percent
12,7,Chelsea Kane,32.0,0.16976127320954906,0.1726337149295065,3,2,3,2,5,0.34239498813905556,False,3,percent
12,7,Kirstie Alley,30.0,0.15915119363395225,0.1616115411028315,5,5,5,5,10,0.32076273473678374,False,2,percent
12,7,Hines Ward,33.0,0.17506631299734748,0.175936559197557,1,1,1,1,2,0.35100287219490445,False,1,percent
12,7,Romeo,30.0,0.15915119363395225,0.1658650694731731,5,4,4,4,9,0.32501626310712534,False,5,percent
12,7,Kendra Wilkinson,30.5,0.16180371352785147,0.1577794327888011,4,6,5,6,10,0.3195831463166526,True,6,percent
12,8,Ralph Macchio,23.0,0.17692307692307693,0.2057730074801665,5,3,4,4,8,0.38269608440324343,False,4,percent
12,8,Chelsea Kane,27.5,0.21153846153846154,0.2071624816690569,1,2,1,1,3,0.41870094320751844,False,3,percent
12,8,Kirstie Alley,26.5,0.20384615384615384,0.1958736244122284,3,4,3,3,7,0.39971977825838223,False,2,percent
12,8,Hines Ward,27.0,0.2076923076923077,0.2084948020353046,2,1,1,2,3,0.4161871097276123,False,1,percent
12,8,Romeo,26.0,0.2,0.1826960844032434,4,5,5,4,9,0.38269608440324343,True,5,percent
12,9,Ralph Macchio,24.0,0.20425531914893616,0.2359320998522449,4,4,4,4,8,0.4401874190011811,True,4,percent
12,9,Chelsea Kane,36.5,0.31063829787234043,0.2725264730245851,1,1,1,1,2,0.5831647708969255,False,3,percent
12,9,Kirstie Alley,27.0,0.2297872340425532,0.2363679099500031,3,3,3,3,6,0.4661551439925563,False,2,percent
12,9,Hines Ward,30.0,0.2553191489361702,0.2551735171731669,2,2,2,2,4,0.5104926661093371,False,1,percent
12,10,Chelsea Kane,29.666600000000003,0.33969480071129965,0.3510171626386795,1,1,1,1,2,0.6907119633499792,False,3,percent
12,10,Kirstie Alley,27.999899999999997,0.32061039857740076,0.3131065244190093,3,3,3,3,6,0.6337169229964101,False,2,percent
12,10,Hines Ward,29.666600000000003,0.33969480071129965,0.3358763129423111,1,2,2,2,3,0.6755711136536107,False,1,percent
13,1,Elisabetta Canalis,15.0,0.06912442396313365,0.0691249559819147,11,11,11,11,22,0.13824937994504835,False,11,percent
13,1,David Arquette,18.0,0.08294930875576037,0.0829492725872314,6,6,6,6,12,0.1658985813429918,False,6,percent
13,1,Ricki Lake,20.0,0.09216589861751152,0.0921658925934748,4,4,4,4,8,0.1843317912109863,False,3,percent
13,1,J.R. Martinez,22.0,0.10138248847926268,0.1013825202485312,1,1,1,1,2,0.20276500872779388,False,1,percent
13,1,Metta World Peace (Ron),14.0,0.06451612903225806,0.0645156177106246,12,12,12,12,24,0.12903174674288265,True,12,percent
13,1,Hope Solo,21.0,0.0967741935483871,0.0967742025949585,3,3,3,3,6,0.1935483961433456,False,4,percent
13,1,Chynna Phillips,22.0,0.10138248847926268,0.1013825202481429,1,2,2,2,3,0.20276500872740558,False,9,percent
13,1,Kristin Cavallari,19.0,0.08755760368663594,0.0875575825903301,5,5,5,5,10,0.17511518627696604,False,10,percent
13,1,Carson Kressley,17.0,0.07834101382488479,0.078340964441553,7,7,7,7,14,0.1566819782664378,False,8,percent
13,1,Chaz Bono,17.0,0.07834101382488479,0.0783409644414955,7,8,8,8,15,0.1566819782663803,False,7,percent
13,1,Nancy Grace,16.0,0.07373271889400922,0.0737327532826545,9,9,9,9,18,0.14746547217666373,False,5,percent
13,1,Rob Kardashian,16.0,0.07373271889400922,0.0737327532790884,9,10,10,10,19,0.14746547217309763,False,2,percent
13,2,Elisabetta Canalis,21.0,0.09417040358744394,0.0710809271700565,4,11,8,10,15,0.16525133075750043,True,11,percent
13,2,David Arquette,18.0,0.08071748878923767,0.086024333301781,9,7,9,8,16,0.16674182209101868,False,6,percent
13,2,Ricki Lake,23.0,0.1031390134529148,0.1000573540111178,1,3,2,2,4,0.2031963674640326,False,3,percent
13,2,J.R. Martinez,22.0,0.09865470852017937,0.1051374723918416,2,1,1,1,3,0.20379218091202095,False,1,percent
13,2,Hope Solo,19.0,0.08520179372197309,0.0973599446667145,8,4,5,5,12,0.1825617383886876,False,4,percent
13,2,Chynna Phillips,21.0,0.09417040358744394,0.1036445627394049,4,2,3,3,6,0.19781496632684883,False,9,percent
13,2,Kristin Cavallari,22.0,0.09865470852017937,0.0952779330622284,2,5,4,4,7,0.19393264158240775,False,10,percent
13,2,Carson Kressley,18.0,0.08071748878923767,0.0845338419682628,9,8,10,9,17,0.16525133075750048,False,8,percent
13,2,Chaz Bono,17.0,0.07623318385650224,0.0890181469009982,11,6,10,10,17,0.16525133075750043,False,7,percent
13,2,Nancy Grace,21.0,0.09417040358744394,0.0839327418935165,4,10,7,7,14,0.17810314548096046,False,5,percent
13,2,Rob Kardashian,21.0,0.09417040358744394,0.0839327418940775,4,9,6,6,13,0.17810314548152145,False,2,percent
13,3,David Arquette,24.0,0.10126582278481013,0.0954932007331643,4,6,5,5,10,0.19675902351797442,False,6,percent
13,3,Ricki Lake,27.0,0.11392405063291139,0.1097845765390743,1,3,2,1,4,0.2237086271719857,False,3,percent
13,3,J.R. Martinez,26.0,0.10970464135021098,0.112023903679236,2,1,1,2,3,0.22172854502944697,False,1,percent
13,3,Hope Solo,24.0,0.10126582278481013,0.1036290964421113,4,5,4,4,9,0.20489491922692143,False,4,percent
13,3,Chynna Phillips,26.0,0.10970464135021098,0.1109524497630404,2,2,2,3,4,0.22065709111325138,False,9,percent
13,3,Kristin Cavallari,24.0,0.10126582278481013,0.0810443728119393,4,10,7,9,14,0.18231019559674944,True,10,percent
13,3,Carson Kressley,23.0,0.0970464135021097,0.0930168949336395,8,9,9,7,17,0.1900633084357492,False,8,percent
13,3,Chaz Bono,18.0,0.0759493670886076,0.1063608285081418,10,4,7,10,14,0.18231019559674938,False,7,percent
13,3,Nancy Grace,21.0,0.08860759493670886,0.0937026006600406,9,8,9,8,17,0.18231019559674946,False,5,percent
13,3,Rob Kardashian,24.0,0.10126582278481013,0.093992075929612,4,7,6,6,11,0.19525789871442212,False,2,percent
13,4,David Arquette,23.0,0.11004784688995216,0.1059603405657165,5,7,6,5,12,0.21600818745566866,False,6,percent
13,4,Ricki Lake,29.0,0.13875598086124402,0.1258957846587739,1,1,1,1,2,0.2646517655200179,False,3,percent
13,4,J.R. Martinez,26.0,0.12440191387559808,0.1227366984627998,2,2,2,2,4,0.2471386123383979,False,1,percent
13,4,Hope Solo,24.0,0.11483253588516747,0.1134568769845541,3,3,3,3,6,0.22828941286972157,False,4,percent
13,4,Chynna Phillips,21.0,0.10047846889952153,0.1033487728330704,6,8,7,7,14,0.20382724173259192,True,9,percent
13,4,Carson Kressley,20.0,0.09569377990430622,0.1081334618282857,9,5,7,7,14,0.20382724173259192,False,8,percent
13,4,Chaz Bono,21.0,0.10047846889952153,0.1106543105320796,6,4,5,6,10,0.21113277943160114,False,7,percent
13,4,Nancy Grace,21.0,0.10047846889952153,0.1033487728330704,6,8,7,7,14,0.20382724173259192,False,5,percent
13,4,Rob Kardashian,24.0,0.11483253588516747,0.1064649813016492,3,6,4,4,9,0.22129751718681667,False,2,percent
13,5,David Arquette,25.0,0.13297872340425532,0.1231094226061868,2,5,4,4,7,0.2560881460104421,False,6,percent
13,5,Ricki Lake,24.0,0.1276595744680851,0.1361608404166914,4,2,2,2,6,0.2638204148847765,False,3,percent
13,5,J.R. Martinez,28.0,0.14893617021276595,0.1409039904127053,1,1,1,1,2,0.28984016062547124,False,1,percent
13,5,Hope Solo,24.0,0.1276595744680851,0.1269109547275701,4,3,4,5,7,0.2545705291956552,False,4,percent
13,5,Carson Kressley,19.0,0.10106382978723404,0.1140807916063562,8,8,8,8,16,0.21514462139359025,True,8,percent
13,5,Chaz Bono,21.0,0.11170212765957446,0.1195075569375643,7,6,6,7,13,0.23120968459713875,False,7,percent
13,5,Nancy Grace,22.0,0.11702127659574468,0.1158417571023266,6,7,6,6,13,0.23286303369807126,False,5,percent
13,5,Rob Kardashian,25.0,0.13297872340425532,0.1234846861905989,2,4,2,3,6,0.2564634095948542,False,2,percent
13,6,David Arquette,23.0,0.13855421686746988,0.1388253880744443,4,3,3,4,7,0.27737960494191416,False,6,percent
13,6,Ricki Lake,29.0,0.1746987951807229,0.1606968994101358,1,2,2,2,3,0.3353956945908587,False,3,percent
13,6,J.R. Martinez,29.0,0.1746987951807229,0.1642643816836975,1,1,1,1,2,0.3389631768644204,False,1,percent
13,6,Hope Solo,20.0,0.12048192771084337,0.1356678349756493,6,5,6,6,11,0.2561497626864927,False,4,percent
13,6,Chaz Bono,19.0,0.1144578313253012,0.1280810626386031,7,7,7,7,14,0.24253889396390432,True,7,percent
13,6,Nancy Grace,24.0,0.14457831325301204,0.1353651159793747,3,6,4,3,9,0.27994342923238674,False,5,percent
13,6,Rob Kardashian,22.0,0.13253012048192772,0.1370993172380951,5,4,4,5,9,0.2696294377200228,False,2,percent
13,7,David Arquette,23.5,0.16040955631399317,0.1514657578539986,5,6,6,5,11,0.31187531416799175,True,6,percent
13,7,Ricki Lake,26.5,0.18088737201365188,0.1831649081373176,1,1,1,1,2,0.36405228015096947,False,3,percent
13,7,J.R. Martinez,24.0,0.16382252559726962,0.1801982530999918,4,2,3,2,6,0.34402077869726144,False,1,percent
13,7,Hope Solo,25.0,0.17064846416382254,0.160611958815851,3,5,4,4,8,0.3312604229796735,False,4,percent
13,7,Nancy Grace,22.0,0.15017064846416384,0.1617046657038279,6,4,5,5,10,0.31187531416799175,False,5,percent
13,7,Rob Kardashian,25.5,0.17406143344709898,0.1628544563890128,2,3,2,3,5,0.33691588983611176,False,2,percent
13,8,Ricki Lake,26.0,0.20077220077220076,0.2108309744926056,2,2,2,2,4,0.4116031752648064,False,3,percent
13,8,J.R. Martinez,30.0,0.23166023166023167,0.2187961772397392,1,1,1,1,2,0.45045640889997085,False,1,percent
13,8,Hope Solo,26.0,0.20077220077220076,0.1931118315415493,2,4,3,3,6,0.39388403231375,False,4,percent
13,8,Nancy Grace,22.0,0.16988416988416988,0.1836743266642256,5,5,5,5,10,0.35355849654839544,True,5,percent
13,8,Rob Kardashian,25.5,0.1969111969111969,0.1935866900618799,4,3,4,4,7,0.3904978869730768,False,2,percent
13,9,Ricki Lake,33.4999,0.28270077088932866,0.2664173226095384,1,1,1,1,2,0.5491180934988671,False,3,percent
13,9,J.R. Martinez,28.0,0.23628791682665332,0.2574424175320295,3,2,2,3,5,0.49373033435868285,False,1,percent
13,9,Hope Solo,24.4998,0.20675023945248716,0.2266278339821667,4,4,4,4,8,0.43337807343465384,True,4,percent
13,9,Rob Kardashian,32.4998,0.27426107283153095,0.2495124258762653,2,3,2,2,5,0.5237734987077962,False,2,percent
13,10,Ricki Lake,27.999899999999997,0.33136133188796163,0.340112350762539,3,1,1,1,4,0.6714736826505006,False,3,percent
13,10,J.R. Martinez,28.1665,0.33333293885414844,0.33303295443958,2,2,1,2,4,0.6663658932937284,False,1,percent
13,10,Rob Kardashian,28.333199999999998,0.33530572925789,0.3268546947978809,1,3,1,3,4,0.6621604240557708,False,2,percent
14,1,William Levy,24.0,0.08888888888888889,0.0888888888888888,3,3,3,3,6,0.1777777777777777,False,3,percent
14,1,Jack Wagner,23.0,0.08518518518518518,0.0851851851851851,4,4,4,4,8,0.17037037037037028,False,11,percent
14,1,Sherri Sheperd,23.0,0.08518518518518518,0.0851851851851851,4,4,4,4,8,0.17037037037037028,False,10,percent
14,1,Jaleel White,26.0,0.0962962962962963,0.0962962962962963,1,1,1,1,2,0.1925925925925926,False,7,percent
14,1,Roshon Fegan,23.0,0.08518518518518518,0.0851851851851851,4,4,4,4,8,0.17037037037037028,False,6,percent
