season,week,celebrity_name,fan_vote_share,fan_vote_mean,fan_vote_std,cv,ci_low,ci_high,ci_width,judge_total,regime,eliminated_this_week,ballroom_partner,celebrity_industry,celebrity_homestate,Celebrity_Average_Popularity_Score,ballroom_partner_Average_Popularity_Score,celebrity_homecountry/region,celebrity_age_during_season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,bmi,dance_experience_score,social_media_popularity,google_search_volume
11,5,Florence Henderson,0.0989294494082365,0.09847660071989,0.0012225006766552,0.0124141234335713,0.0963208367221886,0.100002983038117,0.0036821463159284,21.0,percent,True,Corky Ballas,Actor/Actress,Indiana,13.246153846153844,13.246153846153844,United States,76,Eliminated Week 5,8,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,6.0,6.0,5.5,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,22.4,4.3,-1.493778605774643,0.22637362637362637
11,5,Kyle Massey,0.1221073353784404,0.1217279459511815,0.002405808201633,0.0197638116936424,0.117564854622808,0.1250288972570769,0.0074640426342689,20.0,percent,False,Lacey Schwimmer,Actor/Actress,Georgia,21.15384615384616,21.15384615384616,United States,19,2nd Place,2,8.0,7.0,8.0,,8.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.5,6.5,,8.0,5.0,7.0,,10.3333,9.3333,10.3333,,9.0,8.5,8.0,8.0,9.5,9.0,9.5,,10.0,9.0,10.0,,9.3333,8.6666,9.3333,,,,,,25.9,4.6,1.1053896460914976,0.07516483516483516
11,5,Jennifer Grey,0.1452683952899356,0.1450258530413377,0.001069664501809,0.0073756815035186,0.1435404188586206,0.1470274540991893,0.0034870352405687,25.0,percent,False,Derek Hough,Actor/Actress,New York,13.261538461538462,13.261538461538462,United States,50,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,8.0,8.0,9.0,,9.0,10.0,10.0,,9.5,9.0,9.0,9.0,9.5,9.5,9.5,,10.0,10.0,10.0,,10.0,10.0,10.0,,,,,,24.6,1.3,2.736393290737984,0.11032967032967032
11,5,Rick Fox,0.1277892013709288,0.1274996835538041,0.0009653403810802,0.0075713158979947,0.1261632165234748,0.1290204841109291,0.0028572675874542,24.0,percent,False,Cheryl Burke,Athlete,,5.490566037735849,5.490566037735849,Canada,41,Eliminated Week 7,6,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.5,,8.0,8.0,8.0,,10.0,10.0,10.0,,9.0,8.5,8.5,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.5,1.7,0.7406166354168563,0.18109890109890112
11,5,Kurt Warner,0.120021125470099,0.1206785918021456,0.0017236545203996,0.0142830181779513,0.1179336751314292,0.1232113659056713,0.0052776907742421,24.0,percent,False,Anna Trebunskaya,Athlete,Iowa,1.8867924528301887,1.8867924528301887,United States,39,Eliminated Week 8,5,7.0,5.0,7.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,6.0,5.5,5.5,,8.0,8.0,8.0,,7.3333,7.3333,7.3333,,9.5,8.5,8.5,8.5,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,23.3,2.3,-0.2536016708755178,0.16879120879120882
11,5,Brandy,0.1405917174326045,0.1409315006628722,0.0011071934145012,0.0078562522168111,0.1393306853773159,0.1428626658682854,0.0035319804909695,27.0,percent,False,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,0.0,0.0,United States,31,Eliminated Week 9,4,7.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,9.0,9.0,9.5,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,,,,,21.0,3.5,0.228823227687809,0.15868131868131868
11,5,Audrina Patridge,0.1298798097580021,0.1296574680018385,0.0011199535612848,0.0086377867665053,0.1277254499985758,0.130838192213492,0.0031127422149161,23.0,percent,False,Tony Dovolani,TV Personality,California,1.8867924528301887,1.8867924528301887,United States,25,Eliminated Week 6,7,6.0,7.0,6.0,,8.0,8.0,7.0,,8.0,9.0,9.0,,8.0,7.5,7.5,,7.0,8.0,8.0,,10.6666,10.6666,10.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,22.5,2.9,-1.0316223648893263,0.2558241758241758
11,5,Bristol Palin,0.115412965891753,0.1160023562669301,0.0015283104660933,0.0131748226094358,0.1141189938769031,0.1191309513987282,0.005011957521825,18.0,percent,False,Mark Ballas,TV Personality,Alaska,10.66153846153846,10.66153846153846,United States,19,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,20.5,3.2,3.699034886085911,0.2905494505494506
11,6,Kyle Massey,0.138653376308631,0.1381752380045628,0.0016683913072473,0.0120744594425249,0.1356533655883326,0.1408770384202352,0.0052236728319026,29.9999,percent,False,Lacey Schwimmer,Actor/Actress,Georgia,21.15384615384616,21.15384615384616,United States,19,2nd Place,2,8.0,7.0,8.0,,8.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.5,6.5,,8.0,5.0,7.0,,10.3333,9.3333,10.3333,,9.0,8.5,8.0,8.0,9.5,9.0,9.5,,10.0,9.0,10.0,,9.3333,8.6666,9.3333,,,,,,25.9,4.6,1.4468836706091597,0.08043956043956044
11,6,Jennifer Grey,0.1541761273724275,0.1534188104423106,0.0012730845134138,0.0082980992340087,0.1516388138096567,0.1558907195191082,0.0042519057094515,29.0,percent,False,Derek Hough,Actor/Actress,New York,13.261538461538462,13.261538461538462,United States,50,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,8.0,8.0,9.0,,9.0,10.0,10.0,,9.5,9.0,9.0,9.0,9.5,9.5,9.5,,10.0,10.0,10.0,,10.0,10.0,10.0,,,,,,24.6,1.3,3.0543803265708243,0.12043956043956043
11,6,Rick Fox,0.1428533515599842,0.1424969911873878,0.0011951270589385,0.0083870336417625,0.1405353670291689,0.1442027086404031,0.0036673416112341,30.0,percent,False,Cheryl Burke,Athlete,,5.490566037735849,5.490566037735849,Canada,41,Eliminated Week 7,6,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.5,,8.0,8.0,8.0,,10.0,10.0,10.0,,9.0,8.5,8.5,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.5,1.7,4.005233340821897,0.20175824175824178
11,6,Kurt Warner,0.1598711945714504,0.1594469008174688,0.0020437685172776,0.012817862917369,0.1557020256071029,0.1619549484072346,0.0062529228001316,21.9999,percent,False,Anna Trebunskaya,Athlete,Iowa,1.8867924528301887,1.8867924528301887,United States,39,Eliminated Week 8,5,7.0,5.0,7.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,6.0,5.5,5.5,,8.0,8.0,8.0,,7.3333,7.3333,7.3333,,9.5,8.5,8.5,8.5,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,23.3,2.3,-0.1178139197292964,0.2720879120879121
11,6,Brandy,0.1619975422319816,0.1624873030130421,0.0012074823692714,0.0074312413762849,0.1604270683869918,0.1636760619811212,0.0032489935941294,35.9999,percent,False,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,0.0,0.0,United States,31,Eliminated Week 9,4,7.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,9.0,9.0,9.5,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,,,,,21.0,3.5,0.4500216716799076,0.26593406593406593
11,6,Audrina Patridge,0.1115623355559852,0.1115902536927173,0.0021455023048995,0.0192266101554668,0.1078544498263233,0.1142311830668483,0.0063767332405249,31.9998,percent,True,Tony Dovolani,TV Personality,California,1.8867924528301887,1.8867924528301887,United States,25,Eliminated Week 6,7,6.0,7.0,6.0,,8.0,8.0,7.0,,8.0,9.0,9.0,,8.0,7.5,7.5,,7.0,8.0,8.0,,10.6666,10.6666,10.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,22.5,2.9,-0.3271507550213346,0.2408791208791209
11,6,Bristol Palin,0.1308860723995398,0.1323845028425104,0.0011720669203697,0.0088535054723442,0.1313301919828459,0.1348115438694732,0.0034813518866272,27.9998,percent,False,Mark Ballas,TV Personality,Alaska,10.66153846153846,10.66153846153846,United States,19,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,20.5,3.2,1.3442638899171429,0.22637362637362637
11,7,Kyle Massey,0.1575990738429593,0.158737021829207,0.0008823993091208,0.0055588752954571,0.1570504893622916,0.1597946394424825,0.0027441500801909,33.5,percent,False,Lacey Schwimmer,Actor/Actress,Georgia,21.15384615384616,21.15384615384616,United States,19,2nd Place,2,8.0,7.0,8.0,,8.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.5,6.5,,8.0,5.0,7.0,,10.3333,9.3333,10.3333,,9.0,8.5,8.0,8.0,9.5,9.0,9.5,,10.0,9.0,10.0,,9.3333,8.6666,9.3333,,,,,,25.9,4.6,2.084820328069544,0.08703296703296703
11,7,Jennifer Grey,0.1740452551585121,0.1736516933095892,0.0014606177718715,0.0084111922206685,0.1719435662799553,0.1767363208090723,0.004792754529117,36.5,percent,False,Derek Hough,Actor/Actress,New York,13.261538461538462,13.261538461538462,United States,50,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,8.0,8.0,9.0,,9.0,10.0,10.0,,9.5,9.0,9.0,9.0,9.5,9.5,9.5,,10.0,10.0,10.0,,10.0,10.0,10.0,,,,,,24.6,1.3,3.556265923194604,0.11208791208791209
11,7,Rick Fox,0.1514631278205695,0.1507357203450555,0.0023338830666719,0.0154832780267968,0.1481002384900726,0.1546537191740624,0.0065534806839897,34.5,percent,True,Cheryl Burke,Athlete,,5.490566037735849,5.490566037735849,Canada,41,Eliminated Week 7,6,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.5,,8.0,8.0,8.0,,10.0,10.0,10.0,,9.0,8.5,8.5,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.5,1.7,4.256340748341345,0.24791208791208794
11,7,Kurt Warner,0.1759203800405926,0.1758949936541752,0.0015846875713392,0.0090092818358145,0.1731085381057534,0.1779380126427535,0.0048294745370001,35.0,percent,False,Anna Trebunskaya,Athlete,Iowa,1.8867924528301887,1.8867924528301887,United States,39,Eliminated Week 8,5,7.0,5.0,7.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,6.0,5.5,5.5,,8.0,8.0,8.0,,7.3333,7.3333,7.3333,,9.5,8.5,8.5,8.5,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,23.3,2.3,1.0788456218066824,0.23384615384615387
11,7,Brandy,0.1799167091777082,0.1799178763717028,0.0010879444488299,0.0060468946764481,0.1780930691995735,0.1813702358454644,0.0032771666458909,36.5,percent,False,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,0.0,0.0,United States,31,Eliminated Week 9,4,7.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,9.0,9.0,9.5,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,,,,,21.0,3.5,3.096040995988867,0.24835164835164836
11,7,Bristol Palin,0.1610554539596582,0.1610626944902701,0.0020908186642956,0.0129813962874065,0.1576636014708429,0.1648181929874624,0.0071545915166195,32.5,percent,False,Mark Ballas,TV Personality,Alaska,10.66153846153846,10.66153846153846,United States,19,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,20.5,3.2,4.318323685322646,0.2386813186813187
11,8,Kyle Massey,0.1942614023327749,0.1949875648210963,0.0015649906403237,0.0080261048531974,0.1922922533191608,0.1973129268176582,0.0050206734984974,28.0,percent,False,Lacey Schwimmer,Actor/Actress,Georgia,21.15384615384616,21.15384615384616,United States,19,2nd Place,2,8.0,7.0,8.0,,8.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.5,6.5,,8.0,5.0,7.0,,10.3333,9.3333,10.3333,,9.0,8.5,8.0,8.0,9.5,9.0,9.5,,10.0,9.0,10.0,,9.3333,8.6666,9.3333,,,,,,25.9,4.6,2.1291550707234648,0.1054945054945055
11,8,Jennifer Grey,0.2084347865418097,0.2087120884984038,0.0017047926585062,0.0081681548527999,0.2065938301447372,0.2114890847455096,0.0048952546007723,28.5,percent,False,Derek Hough,Actor/Actress,New York,13.261538461538462,13.261538461538462,United States,50,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,8.0,8.0,9.0,,9.0,10.0,10.0,,9.5,9.0,9.0,9.0,9.5,9.5,9.5,,10.0,10.0,10.0,,10.0,10.0,10.0,,,,,,24.6,1.3,5.837282901380743,0.16923076923076924
11,8,Kurt Warner,0.1902369001709484,0.1898132897201583,0.001702447987849,0.0089690663407128,0.1870112507428281,0.1918620291989889,0.0048507784561608,24.0,percent,True,Anna Trebunskaya,Athlete,Iowa,1.8867924528301887,1.8867924528301887,United States,39,Eliminated Week 8,5,7.0,5.0,7.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,6.0,5.5,5.5,,8.0,8.0,8.0,,7.3333,7.3333,7.3333,,9.5,8.5,8.5,8.5,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,23.3,2.3,1.3788048494239291,0.290989010989011
11,8,Brandy,0.213056425877858,0.2134410761158398,0.0020770478070485,0.0097312468848369,0.2104692586406437,0.2162048554232915,0.0057355967826477,28.5,percent,False,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,0.0,0.0,United States,31,Eliminated Week 9,4,7.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,9.0,9.0,9.5,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,,,,,21.0,3.5,1.3394754861415332,0.28703296703296705
11,8,Bristol Palin,0.1940104850766088,0.1930459808445017,0.002849540732075,0.0147609430644936,0.1896383618385648,0.1991651059270526,0.0095267440884878,23.5,percent,False,Mark Ballas,TV Personality,Alaska,10.66153846153846,10.66153846153846,United States,19,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,20.5,3.2,3.373837212482233,0.26549450549450554
11,9,Kyle Massey,0.2447354742881975,0.2451668194886511,0.0016560830546779,0.0067549232727825,0.2423592140383382,0.2473373503281749,0.0049781362898366,29.0,percent,False,Lacey Schwimmer,Actor/Actress,Georgia,21.15384615384616,21.15384615384616,United States,19,2nd Place,2,8.0,7.0,8.0,,8.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.5,6.5,,8.0,5.0,7.0,,10.3333,9.3333,10.3333,,9.0,8.5,8.0,8.0,9.5,9.0,9.5,,10.0,9.0,10.0,,9.3333,8.6666,9.3333,,,,,,25.9,4.6,2.730806593694143,0.1221978021978022
11,9,Jennifer Grey,0.259314685492594,0.2594285595894408,0.0020634757933627,0.007953926879247,0.2552655201865716,0.2613811299566013,0.0061156097700297,30.0,percent,False,Derek Hough,Actor/Actress,New York,13.261538461538462,13.261538461538462,United States,50,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,8.0,8.0,9.0,,9.0,10.0,10.0,,9.5,9.0,9.0,9.0,9.5,9.5,9.5,,10.0,10.0,10.0,,10.0,10.0,10.0,,,,,,24.6,1.3,5.138887488197114,0.16703296703296702
11,9,Brandy,0.2392029902850427,0.2404626834737408,0.0032203570585629,0.013392336025039,0.2355644373559164,0.2463981347838465,0.0108336974279301,28.5,percent,True,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,0.0,0.0,United States,31,Eliminated Week 9,4,7.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,9.0,9.0,9.5,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,,,,,21.0,3.5,1.5006563639193935,0.37010989010989015
11,9,Bristol Palin,0.2567468499341655,0.2549419374481672,0.0028553213987956,0.0111998889918851,0.251826189690857,0.2608127024034857,0.0089865127126286,26.5,percent,False,Mark Ballas,TV Personality,Alaska,10.66153846153846,10.66153846153846,United States,19,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,20.5,3.2,5.779147748049146,0.2386813186813187
11,10,Kyle Massey,0.3242274939928238,0.3256067394980834,0.0023105178298618,0.0070960381023545,0.3221376794502684,0.330234862622741,0.0080971831724726,27.3332,percent,False,Lacey Schwimmer,Actor/Actress,Georgia,21.15384615384616,21.15384615384616,United States,19,2nd Place,2,8.0,7.0,8.0,,8.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.5,6.5,,8.0,5.0,7.0,,10.3333,9.3333,10.3333,,9.0,8.5,8.0,8.0,9.5,9.0,9.5,,10.0,9.0,10.0,,9.3333,8.6666,9.3333,,,,,,25.9,4.6,3.8143844594372456,0.15120879120879124
11,10,Jennifer Grey,0.3477129442121783,0.3484272460229632,0.0023290581104058,0.0066844890489774,0.3450971331745447,0.3521072799241919,0.0070101467496471,30.0,percent,False,Derek Hough,Actor/Actress,New York,13.261538461538462,13.261538461538462,United States,50,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,8.0,8.0,9.0,,9.0,10.0,10.0,,9.5,9.0,9.0,9.0,9.5,9.5,9.5,,10.0,10.0,10.0,,10.0,10.0,10.0,,,,,,24.6,1.3,6.936666330777455,0.14373626373626375
11,10,Bristol Palin,0.3280595617949979,0.3259660144789534,0.0036759034705287,0.0112769531400522,0.3198637259054134,0.3304535418428259,0.0105898159374124,25.666600000000003,percent,False,Mark Ballas,TV Personality,Alaska,10.66153846153846,10.66153846153846,United States,19,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,20.5,3.2,7.436940749585585,0.3824175824175824
12,1,Ralph Macchio,0.1159420289855072,0.1151823446150266,0.0030128728056643,0.0261574186194445,0.1098583477439352,0.1197101160550921,0.0098517683111569,24.0,percent,False,Karina Smirnoff,Actor/Actress,New York,4.907692307692308,4.907692307692308,United States,49,Eliminated Week 9,4,8.0,8.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,9.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.5,7.5,8.0,7.5,7.5,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,,,,,24.2,3.1,-1.4748358587909824,0.16351648351648354
12,1,Chelsea Kane,0.1014492753623188,0.1020713330344947,0.0019389677773343,0.0189962031423557,0.0990177082368878,0.1046441988253943,0.0056264905885065,21.0,percent,False,Mark Ballas,Actor/Actress,Arizona,10.66153846153846,10.66153846153846,United States,22,3rd Place,3,7.0,7.0,7.0,,6.0,5.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,8.0,8.5,7.5,8.0,9.0,9.0,9.5,,12.0,12.0,12.5,,10.0,9.6666,10.0,,,,,,19.8,4.3,-1.5052594371361256,0.26857142857142857
12,1,Kirstie Alley,0.1111111111111111,0.1110235389820586,0.0016752812683556,0.0150894241321773,0.1086705853013147,0.1135902154716615,0.0049196301703468,23.0,percent,False,Maksim Chmerkoskiy,Actor/Actress,Kansas,0.0,0.0,United States,60,2nd Place,2,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,8.0,7.0,8.0,,8.0,9.0,9.0,,8.0,7.0,7.0,8.0,8.5,9.0,9.0,,9.0,9.0,9.0,,9.3333,9.3333,9.3333,,,,,,21.1,5.4,-1.76208801543213,0.14505494505494507
12,1,Hines Ward,0.1014492753623188,0.1019214049602633,0.0024129581104748,0.0236746943531201,0.0979060172051418,0.1051997156569524,0.0072936984518106,21.0,percent,False,Kym Johnson,Athlete,,6.723076923076923,6.723076923076923,South Korea,35,1st Place,1,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,9.0,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.6666,10.0,,,,,,20.4,0.0,0.1126642933879509,0.038681318681318674
12,1,Sugar Ray Leonard,0.0821256038647343,0.0821945956069214,0.0016851181348207,0.0205015685323089,0.0799650540229268,0.0849223229511704,0.0049572689282436,17.0,percent,False,Anna Trebunskaya,Athlete,North Carolina,1.8867924528301887,1.8867924528301887,United States,54,Eliminated Week 4,9,6.0,5.0,6.0,,6.0,5.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.6,0.4,-3.452168368627857,0.1767032967032967
12,1,Chris Jericho,0.0917874396135265,0.0916319955949168,0.0018470119174014,0.0201568448379822,0.0889372952959289,0.0945417732008657,0.0056044779049367,19.0,percent,False,Cheryl Burke,Athlete,New York,5.490566037735849,5.490566037735849,United States,40,Eliminated Week 6,7,7.0,6.0,6.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,18.0,0.5,-2.4781046047223683,0.0567032967032967
12,1,Petra Nemcova,0.0869565217391304,0.0880471418684004,0.0022402274970461,0.0254435004874378,0.0850569791311227,0.0914786603452776,0.0064216812141549,18.0,percent,False,Dmitry Chaplin,Model,,5.319444444444445,5.319444444444445,Czechoslovakia,31,Eliminated Week 5,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,19.5,2.7,-3.130300034794569,0.08615384615384615
12,1,Mike Catherwood,0.0628019323671497,0.0629538020885601,0.0016060332217485,0.0255112982610522,0.0605656237940287,0.0657677064619251,0.0052020826678964,13.0,percent,False,Lacey Schwimmer,Radio Personality,California,21.15384615384616,21.15384615384616,United States,32,Eliminated Week 2,11,5.0,4.0,4.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,21.9,2.2,-4.213803771065583,0.2927472527472528
12,1,Romeo,0.0917874396135265,0.0924159209217617,0.0025102545830689,0.0271625771623714,0.0888823522253307,0.0970246176750737,0.0081422654497429,19.0,percent,False,Chelsie Hightower,Singer/Rapper,Louisiana,12.194444444444445,12.194444444444445,United States,21,Eliminated Week 8,5,7.0,6.0,6.0,,7.0,8.0,8.0,,7.0,6.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,7.5,8.0,7.0,7.5,8.5,9.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,24.8,9.6,-1.262041985984825,0.22417582417582418
12,1,Wendy Williams,0.0676328502415458,0.0667583114133406,0.0025360464837596,0.0379884755930609,0.0638030886566134,0.0718725181322734,0.00806942947566,14.0,percent,False,Tony Dovolani,TV Personality,New Jersey,1.8867924528301887,1.8867924528301887,United States,46,Eliminated Week 3,10,5.0,4.0,5.0,,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,24.9,2.1,-4.051574214640169,0.07604395604395604
12,1,Kendra Wilkinson,0.0869565217391304,0.0857996109142553,0.00228090693388,0.0265841174519956,0.0818138613954669,0.0884311582837362,0.0066172968882692,18.0,percent,False,Louis van Amstel,TV Personality,California,0.0,0.0,United States,25,Eliminated Week 7,6,6.0,6.0,6.0,,7.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,7.5,7.5,7.5,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,24.2,2.1,-2.859754227777009,0.1221978021978022
